***SESSION HEADER***
{
  "Participant": "NEO",
  "Timestamp": "11-04-18-05-09-2021"
}
---SESSION HEADER---
Time;Position; Rotation.X; Rotation.Y;FPS; Input;
39864.6012;(-23.1879, 1.0250, 0.0024);118.6000;9.3000;59.9845;;
39864.6172;(-23.1879, 1.0250, 0.0024);118.6000;9.3000;59.9784;;
39864.6342;(-23.1880, 1.0250, 0.0024);118.6000;9.3000;60.0238;;
39864.6682;(-23.1880, 1.0250, 0.0024);118.6000;9.3000;60.0122;;
39864.6842;(-23.1880, 1.0250, 0.0024);118.6000;9.3000;59.9930;;
39864.7012;(-23.1880, 1.0250, 0.0024);118.6000;9.3000;60.0275;;
39864.7172;(-23.1880, 1.0250, 0.0024);118.6000;9.3000;59.9912;;
39864.7342;(-23.1880, 1.0250, 0.0024);118.6000;9.3000;60.0259;;
39864.7682;(-23.1880, 1.0250, 0.0024);118.6000;9.3000;60.0385;;
39864.7846;(-23.1880, 1.0250, 0.0024);118.6000;9.3000;59.9640;;
39864.8006;(-23.1880, 1.0250, 0.0024);118.6000;9.3000;60.0161;;
39864.8180;(-23.1881, 1.0250, 0.0024);118.6000;9.3000;60.0134;;
39864.8340;(-23.1881, 1.0250, 0.0024);118.6000;9.3000;59.9649;;
39864.8680;(-23.1881, 1.0250, 0.0024);118.6000;9.3000;60.0343;;
39864.8840;(-23.1881, 1.0250, 0.0024);118.6000;9.3000;59.9598;;
39864.9010;(-23.1881, 1.0250, 0.0024);118.6000;9.3000;59.9747;;
39864.9180;(-23.1881, 1.0250, 0.0024);118.6000;9.3000;59.9815;;
39864.9340;(-23.1881, 1.0250, 0.0024);118.6000;9.3000;60.0496;;
39864.9681;(-23.1881, 1.0250, 0.0024);118.6000;9.3000;60.0016;;
39864.9841;(-23.1881, 1.0250, 0.0024);118.6000;9.3000;59.9982;;
39865.0011;(-23.1882, 1.0250, 0.0024);118.6000;9.3000;59.9780;;
39865.0171;(-23.1882, 1.0250, 0.0024);118.6000;9.3000;59.9992;;
39865.0341;(-23.1882, 1.0250, 0.0024);118.6000;9.3000;60.0629;;
39865.0681;(-23.1882, 1.0250, 0.0024);118.6000;9.3000;59.9949;;
39865.0841;(-23.1882, 1.0250, 0.0024);118.6000;9.3000;59.9942;;
39865.1011;(-23.1882, 1.0250, 0.0024);118.6000;9.3000;60.0292;;
39865.1181;(-23.1882, 1.0250, 0.0024);118.6000;9.3000;59.9872;;
39865.1341;(-23.1882, 1.0250, 0.0024);118.6000;9.3000;60.0249;;
39865.1681;(-23.1882, 1.0250, 0.0024);118.6000;9.3000;60.0133;;
39865.1841;(-23.1882, 1.0250, 0.0024);118.6000;9.3000;59.9831;;
39865.2011;(-23.1883, 1.0250, 0.0024);118.6000;9.3000;59.9813;;
39865.2181;(-23.1883, 1.0250, 0.0024);118.6000;9.3000;59.9706;;
39865.2341;(-23.1883, 1.0250, 0.0024);118.6000;9.3000;60.0087;;
39865.2672;(-23.1883, 1.0250, 0.0024);118.6000;9.3000;60.0022;;
39865.2842;(-23.1883, 1.0250, 0.0024);118.6000;9.3000;60.0239;;
39865.3012;(-23.1883, 1.0250, 0.0024);118.6000;9.3000;60.0489;;
39865.3182;(-23.1883, 1.0250, 0.0024);118.6000;9.3000;60.0161;;
39865.3342;(-23.1883, 1.0250, 0.0024);118.6000;9.3000;59.9607;;
39865.3672;(-23.1883, 1.0250, 0.0024);118.6000;9.3000;60.0406;;
39865.3842;(-23.1884, 1.0250, 0.0024);118.6000;9.3000;59.9927;;
39865.4010;(-23.1884, 1.0250, 0.0024);118.6000;9.3000;59.9813;;
39865.4180;(-23.1884, 1.0250, 0.0024);118.6000;9.3000;59.9879;;
39865.4340;(-23.1884, 1.0250, 0.0024);118.6000;9.3000;59.9935;;
39865.4680;(-23.1884, 1.0250, 0.0024);118.6000;9.3000;60.0397;;
39865.4840;(-23.1884, 1.0250, 0.0024);118.6000;9.3000;59.9428;;
39865.5010;(-23.1884, 1.0250, 0.0024);118.6000;9.3000;59.9816;;
39865.5181;(-23.1884, 1.0250, 0.0024);118.6000;9.3000;59.9921;;
39865.5341;(-23.1884, 1.0250, 0.0024);118.6000;9.3000;59.9648;;
39865.5681;(-23.1885, 1.0250, 0.0024);118.6000;9.3000;60.0157;;
39865.5841;(-23.1885, 1.0250, 0.0024);118.6000;9.3000;59.9950;;
39865.6011;(-23.1885, 1.0250, 0.0024);118.6000;9.3000;59.9948;;
39865.6171;(-23.1885, 1.0250, 0.0024);118.6000;9.3000;59.9978;;
39865.6341;(-23.1885, 1.0250, 0.0024);118.6000;9.3000;60.0779;;
39865.6680;(-23.1885, 1.0250, 0.0024);118.6000;9.3000;60.0292;;
39865.6850;(-23.1885, 1.0250, 0.0024);118.6000;9.3000;59.9866;;
39865.7010;(-23.1885, 1.0250, 0.0024);118.6000;9.3000;59.9608;;
39865.7180;(-23.1885, 1.0250, 0.0024);118.6000;9.3000;59.9729;;
39865.7340;(-23.1886, 1.0250, 0.0024);118.6000;9.3000;60.0224;;
39865.7680;(-23.1886, 1.0250, 0.0024);118.6000;9.3000;60.0303;;
39865.7840;(-23.1886, 1.0250, 0.0024);118.6000;9.3000;59.9742;;
39865.8010;(-23.1886, 1.0250, 0.0024);118.6000;9.3000;60.0194;;
39865.8180;(-23.1886, 1.0250, 0.0024);118.6000;9.3000;59.9486;;
39865.8340;(-23.1886, 1.0250, 0.0024);118.6000;9.3000;59.9723;;
39865.8679;(-23.1886, 1.0250, 0.0024);118.6000;9.3000;60.0467;;
39865.8839;(-23.1886, 1.0250, 0.0024);118.6000;9.3000;59.9759;;
39865.9009;(-23.1886, 1.0250, 0.0024);118.6000;9.3000;60.0541;;
39865.9179;(-23.1886, 1.0250, 0.0024);118.6000;9.3000;59.9842;;
39865.9350;(-23.1887, 1.0250, 0.0024);118.6000;9.3000;60.0030;;
39865.9680;(-23.1887, 1.0250, 0.0024);118.6000;9.3000;60.0151;;
39865.9840;(-23.1887, 1.0250, 0.0024);118.6000;9.3000;60.0189;;
39866.0010;(-23.1887, 1.0250, 0.0024);118.6000;9.3000;59.9960;;
39866.0180;(-23.1887, 1.0250, 0.0024);118.6000;9.3000;59.9958;;
39866.0340;(-23.1887, 1.0250, 0.0024);118.6000;9.3000;60.0718;;
39866.0680;(-23.1887, 1.0250, 0.0024);118.6000;9.3000;60.0559;;
39866.0850;(-23.1887, 1.0250, 0.0024);118.6000;9.3000;59.9392;;
39866.1010;(-23.1887, 1.0250, 0.0024);118.6000;9.3000;59.9584;;
39866.1180;(-23.1888, 1.0250, 0.0024);118.6000;9.3000;60.0321;;
39866.1340;(-23.1888, 1.0250, 0.0024);118.6000;9.3000;60.0085;;
39866.1677;(-23.1888, 1.0250, 0.0024);118.6000;9.3000;60.0034;;
39866.1847;(-23.1888, 1.0250, 0.0024);118.6000;9.3000;59.9901;;
39866.2008;(-23.1888, 1.0250, 0.0024);118.6000;9.3000;60.0031;;
39866.2178;(-23.1888, 1.0250, 0.0024);118.6000;9.3000;59.9708;;
39866.2348;(-23.1888, 1.0250, 0.0024);118.6000;9.3000;60.0100;;
39866.2678;(-23.1888, 1.0250, 0.0024);118.6000;9.3000;60.0198;;
39866.2838;(-23.1888, 1.0250, 0.0024);118.6000;9.3000;59.9561;;
39866.3008;(-23.1889, 1.0250, 0.0024);118.6000;9.3000;60.0532;;
39866.3179;(-23.1889, 1.0250, 0.0024);118.6000;9.3000;59.9936;;
39866.3349;(-23.1889, 1.0250, 0.0024);118.6000;9.3000;59.9972;;
39866.3679;(-23.1889, 1.0250, 0.0024);118.6000;9.3000;60.0377;;
39866.3846;(-23.1889, 1.0250, 0.0024);118.6000;9.3000;60.0138;;
39866.4006;(-23.1889, 1.0250, 0.0024);118.6000;9.3000;60.0205;;
39866.4177;(-23.1889, 1.0250, 0.0024);118.6000;9.3000;60.0191;;
39866.4345;(-23.1889, 1.0250, 0.0024);118.6000;9.3000;60.0000;;
39866.4675;(-23.1889, 1.0250, 0.0024);118.6000;9.3000;60.0181;;
39866.4845;(-23.1890, 1.0250, 0.0024);118.6000;9.3000;59.9667;;
39866.5015;(-23.1890, 1.0250, 0.0024);118.6000;9.3000;59.9966;;
39866.5175;(-23.1890, 1.0250, 0.0024);118.6000;9.3000;59.9987;;
39866.5345;(-23.1890, 1.0250, 0.0024);118.6000;9.3000;59.9543;;
39866.5675;(-23.1890, 1.0250, 0.0024);118.5000;9.3000;59.8502;;
39866.5845;(-23.1890, 1.0250, 0.0024);118.5000;9.3000;60.0200;;
39866.6015;(-23.1890, 1.0250, 0.0024);118.5000;9.3000;60.0067;;
39866.6185;(-23.1890, 1.0250, 0.0024);118.5000;9.3000;60.0116;;
39866.6345;(-23.1890, 1.0250, 0.0024);118.4000;9.2000;59.8382;;
39866.6680;(-23.1890, 1.0250, 0.0024);117.8000;8.5000;60.0812;;
39866.6850;(-23.1891, 1.0250, 0.0024);117.4000;8.3000;60.0028;;
39866.7009;(-23.1891, 1.0250, 0.0024);116.9000;8.1000;60.0411;;
39866.7179;(-23.1891, 1.0250, 0.0024);116.5000;7.9000;60.0021;;
39866.7350;(-23.1891, 1.0250, 0.0024);116.2000;7.9000;59.8676;;
39866.7680;(-23.1891, 1.0250, 0.0024);114.5000;7.5000;59.8479;;
39866.7850;(-23.1891, 1.0250, 0.0024);113.4000;7.5000;59.8856;;
39866.8019;(-23.1891, 1.0250, 0.0024);112.1000;7.4000;59.8841;;
39866.8180;(-23.1891, 1.0250, 0.0024);110.9000;7.2000;59.8394;;
39866.8350;(-23.1891, 1.0250, 0.0024);109.9000;7.1000;59.9611;;
39866.8680;(-23.1892, 1.0250, 0.0024);107.6000;6.7000;60.1156;;
39866.8850;(-23.1892, 1.0250, 0.0024);106.2000;6.3000;60.0959;;
39866.9010;(-23.1892, 1.0250, 0.0024);104.8000;6.0000;60.0647;;
39866.9180;(-23.1892, 1.0250, 0.0024);103.4000;5.7000;60.0571;;
39866.9350;(-23.1892, 1.0250, 0.0024);101.8000;5.5000;60.0408;;
39866.9679;(-23.1892, 1.0250, 0.0024);97.4000;5.2000;59.9693;;
39866.9849;(-23.1892, 1.0250, 0.0024);95.6000;5.0000;59.8930;;
39867.0018;(-23.1892, 1.0250, 0.0024);94.1000;5.0000;59.9003;;
39867.0178;(-23.1892, 1.0250, 0.0024);92.9000;4.9000;59.9406;;
39867.0348;(-23.1893, 1.0250, 0.0024);92.0000;4.9000;59.9697;;
39867.0678;(-23.1893, 1.0250, 0.0024);90.9000;4.9000;59.9703;;
39867.0848;(-23.1893, 1.0250, 0.0024);90.5000;5.0000;59.9418;;
39867.1019;(-23.1893, 1.0250, 0.0024);90.2000;5.1000;59.9577;;
39867.1179;(-23.1893, 1.0250, 0.0024);89.7000;5.2000;59.9410;;
39867.1349;(-23.1893, 1.0250, 0.0024);89.2000;5.4000;59.9534;;
39867.1679;(-23.1893, 1.0250, 0.0024);88.6000;5.8000;60.0147;;
39867.1849;(-23.1893, 1.0250, 0.0024);88.3000;5.9000;59.9929;;
39867.2009;(-23.1893, 1.0250, 0.0024);87.9000;6.3000;60.0606;;
39867.2179;(-23.1893, 1.0250, 0.0024);87.3000;6.9000;60.1298;;
39867.2349;(-23.1894, 1.0250, 0.0024);86.7000;7.5000;60.1309;;
39867.2689;(-23.1894, 1.0250, 0.0024);86.1000;8.2000;60.1497;;
39867.2849;(-23.1894, 1.0250, 0.0024);86.0000;8.5000;59.8192;;
39867.3019;(-23.1894, 1.0250, 0.0024);85.8000;8.7000;59.8939;;
39867.3179;(-23.1894, 1.0250, 0.0024);85.7000;9.0000;60.0180;;
39867.3350;(-23.1894, 1.0250, 0.0024);85.5000;9.4000;59.9563;;
39867.3682;(-23.1894, 1.0250, 0.0024);85.1000;10.4000;60.0332;;
39867.3850;(-23.1894, 1.0250, 0.0024);84.9000;10.8000;59.9610;;
39867.4020;(-23.1894, 1.0250, 0.0024);84.8000;11.2000;59.9948;;
39867.4180;(-23.1895, 1.0250, 0.0024);84.8000;11.7000;59.9726;;
39867.4350;(-23.1895, 1.0250, 0.0024);84.7000;12.1000;59.9684;;
39867.4680;(-23.1895, 1.0250, 0.0024);84.6000;12.8000;59.9687;;
39867.4850;(-23.1895, 1.0250, 0.0024);84.5000;13.1000;59.8847;;
39867.5020;(-23.1895, 1.0250, 0.0024);84.5000;13.5000;59.9866;;
39867.5180;(-23.1895, 1.0250, 0.0024);84.5000;13.9000;59.9376;;
39867.5351;(-23.1895, 1.0250, 0.0024);84.5000;14.2000;59.9985;;
39867.5681;(-23.1895, 1.0250, 0.0024);84.6000;14.6000;60.0144;;
39867.5851;(-23.1895, 1.0250, 0.0024);84.7000;14.9000;60.0145;;
39867.6009;(-23.1896, 1.0250, 0.0024);84.9000;15.4000;60.1264;;
39867.6179;(-23.1896, 1.0250, 0.0024);85.2000;15.9000;60.1080;;
39867.6350;(-23.1896, 1.0250, 0.0024);85.6000;16.3000;60.1643;;
39867.6680;(-23.1896, 1.0250, 0.0024);86.5000;17.2000;60.1266;;
39867.6850;(-23.1896, 1.0250, 0.0024);87.0000;17.5000;60.0801;;
39867.7010;(-23.1896, 1.0250, 0.0024);87.4000;17.8000;60.1115;;
39867.7180;(-23.1896, 1.0250, 0.0024);88.0000;18.1000;60.0678;;
39867.7350;(-23.1896, 1.0250, 0.0024);88.8000;18.4000;60.0737;;
39867.7680;(-23.1896, 1.0250, 0.0024);91.4000;19.2000;60.0372;;
39867.7847;(-23.1897, 1.0250, 0.0024);92.8000;19.6000;60.0219;;
39867.8017;(-23.1897, 1.0250, 0.0024);94.1000;19.8000;59.9048;;
39867.8183;(-23.1897, 1.0250, 0.0024);95.4000;20.0000;60.0338;;
39867.8353;(-23.1897, 1.0250, 0.0024);96.5000;20.1000;59.9162;;
39867.8683;(-23.1897, 1.0250, 0.0024);98.0000;20.3000;59.9188;;
39867.8847;(-23.1897, 1.0250, 0.0024);98.4000;20.3000;59.9000;;
39867.9015;(-23.1897, 1.0250, 0.0024);99.0000;20.3000;59.9714;;
39867.9185;(-23.1897, 1.0250, 0.0024);99.5000;20.3000;59.9263;;
39867.9355;(-23.1897, 1.0250, 0.0024);100.3000;20.3000;59.9916;;
39867.9675;(-23.1897, 1.0250, 0.0024);102.6000;19.9000;59.9555;;
39867.9845;(-23.1898, 1.0250, 0.0024);103.5000;19.7000;60.1081;;
39868.0015;(-23.1898, 1.0250, 0.0024);104.8000;19.3000;60.1337;;
39868.0175;(-23.1898, 1.0250, 0.0024);106.1000;18.8000;60.0960;;
39868.0345;(-23.1898, 1.0250, 0.0024);107.5000;18.2000;60.0867;;
39868.0676;(-23.1898, 1.0250, 0.0024);110.0000;17.3000;60.1342;;
39868.0843;(-23.1898, 1.0250, 0.0024);111.0000;16.9000;60.0507;;
39868.1013;(-23.1898, 1.0250, 0.0024);111.8000;16.5000;60.0652;;
39868.1183;(-23.1898, 1.0250, 0.0024);112.4000;16.3000;60.0359;;
39868.1343;(-23.1898, 1.0250, 0.0024);113.0000;16.0000;60.0522;;
39868.1683;(-23.1899, 1.0250, 0.0024);114.4000;15.4000;60.0547;;
39868.1844;(-23.1899, 1.0250, 0.0024);115.2000;15.2000;59.8660;;
39868.2014;(-23.1899, 1.0250, 0.0024);115.9000;14.8000;59.9494;;
39868.2184;(-23.1899, 1.0250, 0.0024);116.8000;14.6000;59.8844;;
39868.2344;(-23.1899, 1.0250, 0.0024);117.6000;14.2000;59.8431;;
39868.2683;(-23.1899, 1.0250, 0.0024);119.7000;13.3000;60.0918;;
39868.2843;(-23.1899, 1.0250, 0.0024);120.7000;12.8000;60.0614;;
39868.3013;(-23.1899, 1.0250, 0.0024);121.6000;12.2000;60.0326;;
39868.3173;(-23.1899, 1.0250, 0.0024);122.5000;11.8000;60.0402;;
39868.3343;(-23.1900, 1.0250, 0.0024);123.0000;11.5000;60.0896;;
39868.3683;(-23.1900, 1.0250, 0.0024);124.4000;10.4000;59.9837;;
39868.3843;(-23.1900, 1.0250, 0.0024);125.0000;9.8000;60.0210;;
39868.4013;(-23.1900, 1.0250, 0.0024);125.7000;9.0000;60.0057;;
39868.4183;(-23.1900, 1.0250, 0.0024);126.2000;8.2000;60.0660;;
39868.4344;(-23.1900, 1.0250, 0.0024);126.5000;7.6000;60.0407;;
39868.4683;(-23.1900, 1.0250, 0.0024);126.9000;6.8000;59.8866;;
39868.4854;(-23.1900, 1.0250, 0.0024);126.9000;6.6000;59.7785;;
39868.5014;(-23.1900, 1.0250, 0.0024);126.9000;6.4000;59.8639;;
39868.5184;(-23.1901, 1.0250, 0.0024);126.9000;6.1000;59.8399;;
39868.5344;(-23.1901, 1.0250, 0.0024);126.7000;5.6000;59.9113;;
39868.5679;(-23.1901, 1.0250, 0.0024);123.1000;3.2000;60.0730;;
39868.5849;(-23.1901, 1.0250, 0.0024);120.3000;2.2000;60.0483;;
39868.6009;(-23.1901, 1.0250, 0.0024);117.3000;1.5000;60.0916;;
39868.6179;(-23.1901, 1.0250, 0.0024);114.4000;1.1000;60.0530;;
39868.6349;(-23.1901, 1.0250, 0.0024);111.7000;0.8000;60.0686;;
39868.6679;(-23.1901, 1.0250, 0.0024);108.6000;0.7000;59.9607;;
39868.6849;(-23.1901, 1.0250, 0.0024);107.8000;0.7000;59.9416;;
39868.7019;(-23.1901, 1.0250, 0.0024);107.3000;0.8000;59.8471;;
39868.7179;(-23.1902, 1.0250, 0.0024);106.7000;1.1000;59.9314;;
39868.7349;(-23.1902, 1.0250, 0.0024);105.3000;1.5000;60.1247;;
39868.7684;(-23.1902, 1.0250, 0.0024);100.8000;2.7000;59.9683;;
39868.7842;(-23.1902, 1.0250, 0.0024);99.4000;3.1000;60.0097;;
39868.8012;(-23.1902, 1.0250, 0.0024);98.1000;3.6000;60.0867;;
39868.8182;(-23.1902, 1.0250, 0.0024);97.0000;4.1000;60.0574;;
39868.8342;(-23.1902, 1.0250, 0.0024);95.9000;4.7000;60.1099;;
39868.8682;(-23.1902, 1.0250, 0.0024);94.2000;5.8000;60.0745;;
39868.8853;(-23.1902, 1.0250, 0.0024);93.8000;6.0000;60.0122;;
39868.9013;(-23.1903, 1.0250, 0.0024);93.7000;6.2000;59.8320;;
39868.9173;(-23.1903, 1.0250, 0.0024);93.7000;6.2000;60.0518;;
39868.9342;(-23.1903, 1.0250, 0.0024);93.7000;6.2000;60.0879;;
39868.9682;(-23.1903, 1.0250, 0.0024);93.7000;6.2000;60.0456;;
39868.9842;(-23.1903, 1.0250, 0.0024);93.7000;6.2000;60.0624;;
39869.0012;(-23.1903, 1.0250, 0.0024);93.7000;6.2000;60.0596;;
39869.0182;(-23.1903, 1.0250, 0.0024);93.7000;6.2000;60.0042;;
39869.0349;(-23.1903, 1.0250, 0.0024);93.7000;6.2000;60.0049;;
39869.0679;(-23.1903, 1.0250, 0.0024);93.7000;6.2000;60.0372;;
39869.0839;(-23.1904, 1.0250, 0.0024);93.7000;6.2000;60.0159;;
39869.1009;(-23.1904, 1.0250, 0.0024);93.7000;6.2000;60.0636;;
